City,Year,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
Ahmedabad,2015,310.9505703422053,79.26254480286738,,13.589770491803279,21.254117647058823,33.27895424836601,,13.589770491803279,32.03767973856209,31.347401315789476,4.631666666666667,12.417745098039216,3.286078431372549
Ahmedabad,2016,310.1623931623932,62.5012,,14.889119999999998,14.962879999999998,27.63416,,14.889119999999998,17.7744,19.680442477876106,1.6239226519337018,4.053149171270718,1.1500000000000001
Ahmedabad,2017,558.768115942029,88.75643835616438,,30.774461538461537,78.43307692307691,60.342800000000004,,30.774461538461537,101.61584615384615,51.99888888888889,7.566894409937888,23.034285714285716,5.902484472049689
Ahmedabad,2018,622.2633053221289,74.68878787878788,,33.24440771349862,84.93749311294766,60.43198347107438,,33.24440771349862,69.92406077348066,39.75302013422819,8.104931129476585,37.5431955922865,6.035619834710744
Ahmedabad,2019,516.3522727272727,62.11846796657381,120.14625550660793,26.13384401114206,91.0908635097493,62.8490082644628,,26.13384401114206,72.79216901408451,46.587849162011175,5.231317365269461,44.04787425149701,5.284264264264264
Ahmedabad,2020,242.0681818181818,43.34274725274725,107.56944444444444,10.618032786885246,31.0848087431694,22.458032786885244,,8.823169398907105,37.55301282051282,43.68430167597765,3.550441988950276,31.767403314917125,2.0118232044198896
Aizawl,2020,34.765765765765764,17.13,23.352857142857143,9.408053097345132,0.3884955752212389,12.610353982300886,22.308938053097343,0.2836283185840708,7.378053097345133,3.707692307692308,9.809285714285714,10.247346938775511,
Amaravati,2017,192.51351351351352,84.00605263157895,139.1021052631579,5.106052631578947,37.028684210526315,23.709473684210526,16.40157894736842,0.14605263157894735,15.101842105263158,84.84657894736843,0.26842105263157895,4.583421052631579,0.14210526315789473
Amaravati,2018,101.39102564102564,37.77943820224719,81.88400560224089,5.690504201680672,26.384565826330533,18.709103641456583,14.2290756302521,0.7269540229885058,12.079661016949151,36.943417366946775,0.8795845697329377,1.6483976261127595,1.634884792626728
Amaravati,2019,98.48543689320388,38.85481132075471,77.66625786163522,4.343616352201257,22.992735849056604,15.679716981132074,9.300188679245283,0.6377987421383647,15.444119496855345,35.7987106918239,0.36059748427672955,2.3309748427672954,0.21650519031141868
Amaravati,2020,59.87978142076503,26.089833333333335,50.29524590163935,2.0104371584699456,9.46120218579235,6.637103825136611,11.372622950819672,0.4992,16.315852272727273,34.72224043715847,0.3134972677595628,0.9501639344262295,1.7878260869565217
Amritsar,2017,148.06766917293234,73.57636042402827,144.68578358208956,20.986491228070175,20.60119298245614,60.28483146067416,20.456782006920417,0.5857142857142856,6.587824561403509,17.412412587412586,4.1524043715847,5.892530120481927,14.598536585365853
Amritsar,2018,122.92592592592592,54.75385185185185,123.70721590909092,18.441287128712872,21.823039772727274,41.068679867986795,9.064085714285714,0.4644372990353698,5.194818181818182,24.184119601328902,6.277491749174917,3.424455445544554,7.257434210526316
Amritsar,2019,109.5,50.68763736263736,97.31934065934065,17.147445054945056,15.830467032967032,28.755714285714287,15.47021978021978,0.5312087912087913,12.11767175572519,20.79280112044818,3.72217032967033,2.1124175824175824,5.561538461538462
Amritsar,2020,92.97701149425288,37.334886363636365,89.99793103448276,18.83278409090909,14.120397727272728,28.11346590909091,12.688522727272726,0.6888636363636363,10.307727272727274,31.54234567901235,1.5578977272727272,1.5846590909090907,4.489147727272727
Bengaluru,2015,112.57342657342657,28.725244755244756,67.339,6.855561643835617,19.92364383561644,15.904273972602741,21.757790055248616,5.556117318435754,6.233671232876712,26.008547486033518,16.137377049180326,12.121666666666666,
Bengaluru,2016,105.58404558404558,47.109692307692306,103.8764857142857,10.52185595567867,30.090997229916898,15.536126373626372,27.218597560975613,1.286694214876033,4.773795013850416,34.77671186440678,2.3804832713754647,2.9874509803921567,
Bengaluru,2017,87.12087912087912,35.31360335195531,84.95974930362117,10.316958904109589,36.346438356164384,6.893498622589532,27.36505988023952,1.0540384615384615,5.015753424657534,29.80987692307692,1.3610461538461538,1.3433903133903133,
Bengaluru,2018,86.30747922437673,34.851965317919074,79.46716374269006,11.494093406593407,28.56368131868132,28.740219178082192,26.63888888888889,0.9456712328767124,5.533076923076923,31.84005899705015,0.5357703081232493,1.8433333333333335,
Bengaluru,2019,91.6027397260274,35.424767123287666,75.61465753424658,9.931232876712329,28.376438356164382,29.987479452054796,15.057315068493152,0.9017534246575342,5.351178082191781,40.34287671232877,0.880986301369863,5.637534246575342,
Bengaluru,2020,79.71584699453553,30.465464480874317,67.0316393442623,5.308142076502732,21.41016393442623,22.59349726775956,11.024098360655739,0.871311475409836,6.8743169398907105,35.63743169398907,0.4583060109289618,3.9048633879781423,
Bhopal,2019,162.6095238095238,67.28849056603774,143.37424528301887,10.956320754716982,44.74905660377358,32.714622641509436,23.72669811320755,1.1785849056603774,12.529056603773585,57.15688679245283,,,
Bhopal,2020,114.7514450867052,39.563793103448276,104.67321839080459,4.649712643678161,23.179827586206898,16.162988505747126,16.236494252873563,0.698735632183908,13.391206896551726,61.49229885057471,,,
Brajrajnagar,2017,247.6,111.04333333333334,176.56583333333333,0.0225,11.844,0.04125,8.158333333333333,2.913684210526316,4.0063157894736845,6.457368421052632,0.0,,
Brajrajnagar,2018,154.99615384615385,68.170395256917,129.47727626459147,11.595451127819548,17.435799256505575,27.83078947368421,12.939848484848484,2.3801503759398495,13.294624060150376,13.27822641509434,2.93152,,
Brajrajnagar,2019,148.40062111801242,57.998724637681164,111.42594827586208,14.037614678899082,16.089235474006117,20.742869318181818,49.35449541284404,1.8663920454545455,9.02559633027523,10.343435582822085,7.9032102272727265,,
Brajrajnagar,2020,137.10743801652893,67.45587412587413,140.9162837837838,46.2754255319149,16.388295454545457,29.35204379562044,59.137981651376144,0.4741059602649007,5.448421052631579,41.49896,1.2566225165562914,,
Chandigarh,2019,135.54700854700855,64.3222641509434,113.50578512396694,15.297521367521368,10.50982905982906,18.931025641025638,13.856216216216216,0.7509090909090909,10.080661157024794,16.338347107438018,6.231900826446281,2.294214876033058,3.72198347107438
Chandigarh,2020,71.3956043956044,27.69661202185792,67.24256830601092,7.435081967213114,12.315136612021858,12.582896174863388,41.04065573770492,0.5522950819672131,10.211420765027322,22.49950819672131,4.294644808743169,0.8066666666666666,1.896448087431694
Chennai,2015,148.33333333333334,60.72362989323843,,12.819309392265193,19.307292817679556,16.929972375690607,51.20284122562674,2.386491712707182,9.789198895027624,32.83593220338983,12.777999999999999,9.4008125,
Chennai,2016,138.56586826347305,55.41982142857143,,6.533125,16.482738095238094,14.488511904761905,102.53714285714285,1.1332267441860464,4.350029761904762,31.852598187311177,2.0728125,4.211770186335404,
Chennai,2017,104.53739612188366,53.23149171270718,,6.9006629834254145,15.028508287292818,11.99270718232044,169.11311111111112,0.22087671232876713,7.471629834254144,30.766381215469615,0.27578512396694216,0.4814876033057851,
Chennai,2018,105.4904109589041,52.14273972602739,,11.424931506849315,20.0521095890411,21.62676712328767,59.97071232876713,0.8704109589041096,8.985616438356164,28.37235616438356,0.5209090909090909,2.749641873278237,
Chennai,2019,102.94246575342466,43.93802739726027,58.51390532544379,8.654493150684932,16.206876712328768,22.722794520547943,40.157598870056496,0.864027397260274,8.168164383561644,35.19747945205479,0.3931780821917808,1.4171506849315068,
Chennai,2020,80.25136612021858,29.407540983606555,68.32436090225563,8.034043715846995,11.2448087431694,18.213715846994535,45.665628415300546,0.8207103825136612,8.58207650273224,38.70125683060109,1.0356284153005466,0.04103825136612022,
Coimbatore,2019,77.02659574468085,29.5951,38.18890547263682,10.976748768472907,14.915837563451777,22.45487684729064,11.394086021505377,1.2146798029556651,9.532857142857143,25.88334975369458,0.01522167487684729,0.06571428571428571,
Coimbatore,2020,68.19871794871794,28.65325842696629,37.74865168539326,1.668359375,44.133595505617976,40.449776536312854,5.207402597402598,0.6500555555555556,7.551944444444444,32.160555555555554,0.002277777777777778,0.009111111111111111,
Delhi,2015,297.02465753424656,117.34082191780823,229.99083798882683,32.91139726027397,50.434383561643834,81.7863287671233,47.512356164383554,5.2551506849315075,12.606904109589042,57.39550684931507,3.690904109589041,10.745671232876713,3.7219718309859156
Delhi,2016,301.36986301369865,138.50284153005464,258.260756302521,50.73396174863388,63.488606557377054,75.59360655737704,42.75279778393352,1.6100819672131146,18.792021857923498,76.85786885245902,4.52051912568306,12.978224043715846,0.0
Delhi,2017,256.72752808988764,125.09071625344353,264.41338815789476,50.87429752066115,57.663057851239664,34.79208219178082,44.918559556786704,0.6977534246575343,23.80407843137255,42.242953736654805,2.5223561643835617,7.640356164383562,0.1305940594059406
Delhi,2018,249.15890410958903,115.01939726027398,240.11024657534247,36.49616438356164,45.92252054794521,57.25912328767124,42.397123287671235,1.407068493150685,13.64295890410959,44.37243835616439,3.6082191780821917,24.314520547945204,1.0547945205479452
Delhi,2019,232.1041095890411,108.5014794520548,215.04780821917808,32.11410958904109,45.23602739726028,53.24767123287672,36.40120547945206,1.3716164383561644,14.031205479452055,38.94101369863014,3.8038082191780824,28.9406301369863,1.1412602739726028
Delhi,2020,181.672131147541,80.31797814207651,157.0342076502732,22.69224043715847,33.20174863387978,38.840382513661204,34.10677595628415,1.05775956284153,13.912404371584698,40.649890710382515,2.6946448087431696,19.812513661202185,0.8674863387978142
Ernakulam,2020,92.359477124183,24.944746835443038,48.3356329113924,23.18379746835443,3.7261682242990655,24.28759493670886,20.635189873417723,1.6278481012658228,3.1840506329113922,,0.6036708860759493,1.2682278481012659,0.15234177215189873
Gurugram,2015,,,,11.395172413793103,13.217586206896552,13.519310344827586,,1.5372413793103448,7.3244827586206895,14.562413793103449,,,
Gurugram,2016,226.71308016877637,127.44472118959106,,10.081494252873563,16.17641509433962,14.067136150234743,,1.4925925925925927,6.879102564102565,27.559505300353358,2.83453125,28.05359375,
Gurugram,2017,284.70212765957444,159.0041782729805,395.4,8.827833333333333,19.644000000000002,16.63341772151899,,1.8470277777777777,8.486810344827585,31.78463687150838,0.5778888888888889,5.663222222222222,
Gurugram,2018,234.1529411764706,116.58097421203439,239.84905405405405,30.17518950437318,30.71715542521994,41.15812849162011,,0.8972451790633609,7.840000000000001,31.8396231884058,2.518872180451128,4.294489795918367,
Gurugram,2019,195.22252747252747,93.88339726027398,190.02943113772454,21.28021917808219,27.137835616438355,32.98460273972603,,0.9037534246575343,13.65939226519337,37.79504109589041,0.9794780219780219,2.9449725274725274,
Gurugram,2020,158.65573770491804,67.01792349726776,134.43475409836066,15.099508196721311,21.588797814207652,24.970327868852458,26.094453781512605,1.1268852459016394,9.801256830601092,51.37398907103825,3.916939890710382,4.65879781420765,5.722436974789916
Guwahati,2019,127.56089743589743,57.8033855799373,110.68620689655172,18.11201257861635,13.070157232704403,43.67896226415094,10.310628930817611,0.7126415094339623,14.70751572327044,24.406446540880502,5.010416666666667,,
Guwahati,2020,161.50819672131146,73.99516483516484,126.92218579234972,23.39950819672131,14.435136612021859,45.39469945355191,12.384371584699455,0.7745901639344263,14.589453551912568,26.22377049180328,2.41120218579235,,
Hyderabad,2015,143.4191176470588,64.17224264705882,91.70798076923076,9.683147632311977,15.096155988857939,23.842813370473536,11.544752475247524,0.7495821727019499,7.245292479108635,28.48423398328691,0.9959199999999999,6.89908,0.993
Hyderabad,2016,124.24035608308606,53.41038011695906,88.73584558823529,8.688538011695906,28.437017543859646,16.710883977900554,21.39347014925373,0.8246703296703297,13.048023255813956,34.528255813953486,0.38438746438746435,2.577578347578348,0.8631908831908832
Hyderabad,2017,112.32960893854748,43.65587912087912,98.3657182320442,9.160521978021977,31.635604395604396,12.774246575342467,15.9510989010989,0.2543013698630137,10.991291208791209,45.497829670329665,0.943890410958904,5.468739726027397,1.2156986301369863
Hyderabad,2018,97.55616438356165,43.128465753424656,95.62394520547944,6.255068493150684,37.513479452054796,24.576,16.366520547945203,0.6217260273972602,8.954794520547946,33.99024657534247,2.0187397260273974,14.507780821917809,3.6928493150684933
Hyderabad,2019,93.98082191780821,41.553780821917805,91.30205479452054,5.050191780821917,29.669068493150682,19.06882191780822,13.988301369863013,0.5701095890410959,7.109808219178082,28.976191780821917,1.4303561643835618,9.694273972602739,1.9052876712328766
Hyderabad,2020,78.17486338797814,35.09781420765027,77.97158469945354,8.490874316939891,27.142240437158467,19.979234972677595,15.798743169398907,0.4646448087431694,6.611803278688525,26.78836065573771,1.1879234972677597,7.30568306010929,0.6773224043715848
Jaipur,2017,156.13812154696132,65.77343915343916,132.7274331550802,15.771891891891892,33.70181818181818,46.91460674157303,25.42252688172043,0.4613917525773196,8.596349206349206,37.1147311827957,2.1569832402234637,4.215674157303371,
Jaipur,2018,150.02739726027397,61.34679452054795,141.11427397260275,18.220054794520546,33.29690410958904,42.90778082191781,20.624904109589043,0.8974520547945205,10.847671232876712,49.01693150684932,1.2393698630136987,6.275013698630137,
Jaipur,2019,120.5123287671233,48.93131506849315,114.17723287671234,13.640958904109588,33.045945205479455,38.984849315068494,31.36328767123288,0.8995616438356163,12.077369863013699,44.872054794520544,1.4362465753424658,7.020958904109589,
Jaipur,2020,105.12021857923497,40.311967213114755,97.434043715847,8.305737704918034,28.104426229508196,30.875628415300547,29.69426229508197,0.7714207650273224,12.065355191256831,55.559999999999995,1.929071038251366,9.23792349726776,
Jorapokhar,2017,121.18518518518519,,116.78286713286714,7.984306569343065,10.346496350364964,,6.943250000000001,0.28963235294117645,31.90234042553191,21.472695652173915,,,
Jorapokhar,2018,185.21333333333334,,209.2846511627907,8.270766283524905,8.251455938697319,,6.772807692307692,0.2546538461538461,61.535595854922285,25.45030303030303,,,
Jorapokhar,2019,157.58745874587459,68.58747863247864,123.68093457943925,8.8819375,9.30859375,,6.342875,1.1249342105263158,20.119602649006623,33.6582131661442,,,
Jorapokhar,2020,145.3395061728395,57.195103448275866,136.0304069767442,21.03817679558011,10.218011049723756,,8.527900552486187,1.466388888888889,27.86285714285714,47.711638418079104,,,
Kochi,2020,104.28481012658227,31.42851851851852,67.33543209876544,71.771625,14.94570512820513,68.4129012345679,8.014726027397261,1.2966666666666666,17.59598765432099,3.819691358024691,,0.0020370370370370373,
Kolkata,2018,155.31553398058253,72.53161137440759,120.44379146919431,29.758416666666665,44.88215767634855,68.65392452830189,15.506503759398495,0.94203007518797,7.3792156862745095,27.004722222222224,5.237245283018868,9.870981132075471,
Kolkata,2019,143.9095890410959,68.31945205479451,123.55032876712329,27.366301369863017,43.38479452054795,66.58117808219178,20.214164383561645,0.7735342465753424,8.137890410958905,29.150876712328767,15.260876712328768,18.52350684931507,3.318815165876777
Kolkata,2020,117.29508196721312,47.05256830601093,94.28021857923497,21.992622950819673,28.527650273224047,49.29448087431694,18.85568306010929,0.6430054644808744,10.02825136612022,37.997923497267756,10.268142076502732,17.155245901639343,1.6986338797814209
Lucknow,2015,202.23591549295776,100.51884615384616,,8.07728021978022,16.724807692307692,4.413186813186813,,4.961534246575343,21.160401234567903,34.660192307692306,1.8516025641025642,2.9559615384615383,
Lucknow,2016,242.97305389221557,124.04069565217391,,15.694782608695652,36.53588405797101,5.239084249084249,,2.1574117647058824,6.75640579710145,43.143971014492756,3.9975766871165646,6.735467128027682,
Lucknow,2017,237.62154696132598,122.00823691460054,,18.53253443526171,37.76650137741047,40.95037037037037,37.32185567010309,1.7272727272727273,7.253471074380166,44.337768595041325,1.9569916434540389,4.394011142061282,
Lucknow,2018,233.77260273972604,119.24553424657535,,20.191123287671232,41.717342465753426,37.73016438356164,38.34298630136986,1.0426027397260273,9.084657534246576,32.68743093922652,0.6029041095890411,1.2246575342465753,
Lucknow,2019,202.56164383561645,98.08865753424658,,14.964931506849315,35.22276712328767,30.13712328767123,22.79793388429752,1.2304109589041097,7.684630136986301,32.225013698630136,1.2956712328767124,6.791863013698631,
Lucknow,2020,157.12568306010928,76.86508196721311,,12.699781420765026,30.08224043715847,25.23825136612022,19.87638888888889,1.1969945355191258,7.712513661202187,32.67710382513661,12.232349726775956,10.381147540983607,
Mumbai,2015,,,,,,55.769698630136986,,0.0,,,0.0,0.0,0.0
Mumbai,2016,,,,,,40.069262672811064,,0.0,,,0.0,0.0,0.0
Mumbai,2017,,,,,,58.29604651162791,,0.0,98.74000000000001,17.24,0.002085714285714286,0.005571428571428571,0.004971428571428571
Mumbai,2018,102.61233480176212,34.82978813559322,99.84879069767443,36.22107142857143,31.327605633802815,68.86222222222223,,1.5723428571428573,19.257196652719667,43.47947580645161,0.7677714285714284,0.10280701754385965,0.05605263157894737
Mumbai,2019,107.95068493150686,34.7368493150685,95.92528767123288,31.810416666666665,23.59186111111111,54.97394444444444,14.064716981132074,1.2709065934065935,14.177369863013698,28.86854794520548,2.556630136986301,,
Mumbai,2020,103.56830601092896,36.59431693989071,94.73366120218579,23.074153005464478,22.698852459016397,44.85999999999999,13.575956284153007,0.6267759562841531,11.0172131147541,27.381475409836067,4.228251366120219,,
Patna,2015,350.55555555555554,209.46241379310345,,43.651014492753625,23.506859903381642,66.9595652173913,,1.819951690821256,6.844782608695652,11.371932367149757,0.6725490196078431,1.867794117647059,0.9654901960784315
Patna,2016,252.32628398791542,134.0391364902507,,31.956963788300833,23.07314763231198,54.41434540389972,,1.6853888888888888,6.5216111111111115,17.28561111111111,0.2336666666666667,0.8591944444444445,0.5803888888888888
Patna,2017,326.36805555555554,168.7058659217877,,42.96044198895028,59.1610497237569,66.86137362637363,,1.3221491228070175,14.1804,26.34861111111111,0.2649561403508772,1.5473127753303966,0.7910087719298246
Patna,2018,233.6343490304709,120.72506849315069,,17.96427397260274,45.770192307692305,23.54326923076923,,1.5296712328767124,37.5768956043956,64.98088607594937,2.759806629834254,26.452265193370163,11.422292817679558
Patna,2019,218.2590529247911,104.36576923076923,197.3625,20.927416666666666,42.297444444444444,26.296,37.40625,1.5582142857142858,41.44351648351648,61.170538922155686,3.296303724928367,16.941002865329512,11.551260744985672
Patna,2020,162.2513661202186,61.32169398907104,123.66098360655737,56.41393442622951,34.20650273224044,68.03759562841529,17.539398907103827,1.1333333333333333,8.60863387978142,24.968142076502733,1.98775956284153,5.16568306010929,1.790054644808743
Shillong,2019,44.476190476190474,34.873010752688174,43.204787234042556,0.9655208333333333,2.86125,1.0943564356435644,2.9301041666666667,0.2595049504950495,5.277623762376237,29.364950495049506,0.29257425742574256,0.5794,
Shillong,2020,57.929577464788736,28.362810457516343,41.55612244897959,0.8870967741935484,2.6826451612903224,0.9493181818181818,2.741483870967742,0.22829545454545455,7.503741935483871,27.04980392156863,60.31971590909091,60.29420454545455,
Talcher,2017,,,,,,,,3.46,,0.055,,,
Talcher,2018,185.744769874477,72.13404081632653,183.78914979757084,42.92238738738739,19.438708333333334,39.58540322580645,18.1895703125,2.056706349206349,32.85494071146245,17.6626953125,0.002035928143712575,0.00035928143712574855,
Talcher,2019,169.02310231023102,50.46144542772861,177.5298784194529,28.946408045977012,10.725514950166113,34.121,8.388159509202454,1.764085714285714,27.255317919075146,7.905142857142858,0.11271676300578035,,
Talcher,2020,160.69230769230768,68.29394904458599,116.84229411764706,18.378387096774194,11.163271604938272,16.188830409356726,7.118980891719746,1.6732163742690058,23.462985074626864,39.15993150684932,0.06046783625730994,,
Thiruvananthapuram,2017,68.61146496815287,24.86937142857143,45.04898305084746,1.8809604519774012,6.92,4.58265625,4.955473684210526,0.8399479166666667,3.857457627118644,12.568813559322033,,,
Thiruvananthapuram,2018,83.46260387811634,32.76595567867036,58.41129476584022,2.7589531680440773,10.099669421487603,7.422148760330578,4.056666666666667,1.1806887052341597,6.9576859504132225,38.881019283746554,,,
Thiruvananthapuram,2019,76.23646723646723,25.37039886039886,51.70541076487252,2.352122905027933,7.050502793296089,6.0747486033519555,3.99231843575419,0.8830446927374301,4.701312849162011,39.846424581005586,,,
Thiruvananthapuram,2020,66.46448087431693,26.849836065573772,51.63861878453039,8.51551912568306,14.889562841530054,17.58497267759563,9.203551912568306,0.747103825136612,6.6844808743169395,37.63398907103825,,,
Visakhapatnam,2016,103.97604790419162,44.85915254237288,87.93073033707866,16.66252808988764,42.408539325842696,32.84449438202247,13.376685393258429,1.089438202247191,21.595337078651685,43.52837078651685,6.24061797752809,10.661348314606741,6.833539325842696
Visakhapatnam,2017,143.0943396226415,56.86653409090909,108.46789772727271,13.123693181818181,33.40038461538462,12.280906593406593,8.757704081632653,0.5081868131868131,10.402655367231638,49.22712643678161,1.8954670329670331,3.615247252747253,1.1813186813186813
Visakhapatnam,2018,122.81901840490798,50.43307246376811,116.65829479768786,12.441936416184971,38.963750000000005,30.56098265895954,12.113034682080924,0.718695652173913,11.234069767441861,38.25605797101449,4.804409221902017,11.164841498559078,3.218242074927954
Visakhapatnam,2019,123.44281524926686,47.378583569405095,115.19826086956522,13.957830985915493,37.73411267605634,31.37219718309859,10.175498575498576,0.8638591549295775,12.964957746478875,33.01067605633803,4.138056338028169,9.111014084507042,2.5178591549295777
Visakhapatnam,2020,84.68539325842697,32.01066298342542,83.13353591160221,6.637127071823204,30.907237569060772,21.591270718232042,10.397134831460674,0.634585635359116,8.193204419889502,27.823646408839778,3.357555555555556,8.719555555555555,1.759277777777778
